totalt_antal_fall,adm1_name,case_count,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,travel_ban_local,travel_ban_intl_in,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_swe_1,p_swe_2,p_swe_3,p_swe_4,p_swe_5,p_swe_6,country,bundesland,refdatum,home_isolation,travel_ban_intl,p_ger_1,p_ger_2,p_ger_3,p_ger_4,p_ger_5,p_ger_6,p_ger_7
71,Uppsala,4,2020-03-14,40,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,14mar2020,6,3,2020,14,Uppsala,0,4,1.386294,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
69,Uppsala,0,2020-03-15,40,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,15mar2020,0,3,2020,15,Uppsala,0,0,NA,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
83,Uppsala,2,2020-03-16,42,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,16mar2020,1,3,2020,16,Uppsala,0,2,0.6931472,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
119,Uppsala,5,2020-03-17,47,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,17mar2020,2,3,2020,17,Uppsala,0,5,1.609438,0.9162908,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
145,Uppsala,17,2020-03-18,64,1,0,0,2,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,18mar2020,3,3,2020,18,Uppsala,0,17,2.833213,1.223775,NA,NA,1,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
143,Uppsala,5,2020-03-19,69,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,19mar2020,4,3,2020,19,Uppsala,0,5,1.609438,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
180,Uppsala,1,2020-03-20,70,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,20mar2020,5,3,2020,20,Uppsala,0,1,0,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
134,Uppsala,2,2020-03-21,72,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,21mar2020,6,3,2020,21,Uppsala,0,2,0.6931472,0.6931472,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
118,Uppsala,5,2020-03-22,77,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,22mar2020,0,3,2020,22,Uppsala,0,5,1.609438,0.9162908,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
182,Uppsala,8,2020-03-23,85,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,23mar2020,1,3,2020,23,Uppsala,0,8,2.079442,0.4700036,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
230,Uppsala,11,2020-03-24,96,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,24mar2020,2,3,2020,24,Uppsala,0,11,2.397895,0.3184538,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
314,Uppsala,15,2020-03-25,111,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,25mar2020,3,3,2020,25,Uppsala,0,15,2.70805,0.3101549,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
286,Uppsala,12,2020-03-26,123,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,26mar2020,4,3,2020,26,Uppsala,0,12,2.484907,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
365,Uppsala,20,2020-03-27,143,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,27mar2020,5,3,2020,27,Uppsala,0,20,2.995732,0.5108256,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
300,Uppsala,7,2020-03-28,150,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,28mar2020,6,3,2020,28,Uppsala,0,7,1.94591,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
280,Uppsala,11,2020-03-29,161,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,29mar2020,0,3,2020,29,Uppsala,0,11,2.397895,0.4519852,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
416,Uppsala,21,2020-03-30,182,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,30mar2020,1,3,2020,30,Uppsala,0,21,3.044523,0.6466272,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
475,Uppsala,15,2020-03-31,197,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,31mar2020,2,3,2020,31,Uppsala,0,15,2.70805,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
486,Uppsala,25,2020-04-01,222,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,01apr2020,3,4,2020,1,Uppsala,0,25,3.218876,0.5108256,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
554,Uppsala,28,2020-04-02,250,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,02apr2020,4,4,2020,2,Uppsala,0,28,3.332205,0.1133287,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
601,Uppsala,38,2020-04-03,288,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,03apr2020,5,4,2020,3,Uppsala,0,38,3.637586,0.3053815,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
357,Uppsala,11,2020-04-04,299,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,04apr2020,6,4,2020,4,Uppsala,0,11,2.397895,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
340,Uppsala,9,2020-04-05,308,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,05apr2020,0,4,2020,5,Uppsala,0,9,2.197225,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
389,Uppsala,31,2020-04-06,339,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,06apr2020,1,4,2020,6,Uppsala,0,31,3.433987,1.236763,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
30,Värmland,0,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,04mar2020,3,3,2020,4,Värmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
25,Värmland,0,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,05mar2020,4,3,2020,5,Värmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
59,Värmland,11,2020-03-06,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,06mar2020,5,3,2020,6,Värmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
33,Värmland,0,2020-03-07,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,07mar2020,6,3,2020,7,Värmland,0,0,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
46,Värmland,0,2020-03-08,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,08mar2020,0,3,2020,8,Värmland,0,0,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
101,Värmland,7,2020-03-09,18,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,09mar2020,1,3,2020,9,Värmland,0,7,1.94591,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
98,Värmland,3,2020-03-10,21,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,10mar2020,2,3,2020,10,Värmland,0,3,1.098612,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
196,Värmland,2,2020-03-11,23,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,11mar2020,3,3,2020,11,Värmland,0,2,0.6931472,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
151,Värmland,4,2020-03-12,27,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,12mar2020,4,3,2020,12,Värmland,0,4,1.386294,0.6931472,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
152,Värmland,3,2020-03-13,30,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,13mar2020,5,3,2020,13,Värmland,0,3,1.098612,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
71,Värmland,1,2020-03-14,31,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,14mar2020,6,3,2020,14,Värmland,0,1,0,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
69,Värmland,1,2020-03-15,32,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,15mar2020,0,3,2020,15,Värmland,0,1,0,0,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
83,Värmland,2,2020-03-16,34,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,16mar2020,1,3,2020,16,Värmland,0,2,0.6931472,0.6931472,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
119,Värmland,1,2020-03-17,35,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,17mar2020,2,3,2020,17,Värmland,0,1,0,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
145,Värmland,1,2020-03-18,36,1,0,0,2,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,18mar2020,3,3,2020,18,Värmland,0,1,0,0,NA,NA,1,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
143,Värmland,0,2020-03-19,36,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,19mar2020,4,3,2020,19,Värmland,0,0,NA,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
180,Värmland,2,2020-03-20,38,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,20mar2020,5,3,2020,20,Värmland,0,2,0.6931472,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
134,Värmland,1,2020-03-21,39,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,21mar2020,6,3,2020,21,Värmland,0,1,0,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
118,Värmland,1,2020-03-22,40,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,22mar2020,0,3,2020,22,Värmland,0,1,0,0,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
182,Värmland,2,2020-03-23,42,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,23mar2020,1,3,2020,23,Värmland,0,2,0.6931472,0.6931472,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
230,Värmland,3,2020-03-24,45,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,24mar2020,2,3,2020,24,Värmland,0,3,1.098612,0.4054651,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
314,Värmland,0,2020-03-25,45,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,25mar2020,3,3,2020,25,Värmland,0,0,NA,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
286,Värmland,0,2020-03-26,45,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,26mar2020,4,3,2020,26,Värmland,0,0,NA,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
365,Värmland,1,2020-03-27,46,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,27mar2020,5,3,2020,27,Värmland,0,1,0,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
300,Värmland,3,2020-03-28,49,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,28mar2020,6,3,2020,28,Värmland,0,3,1.098612,1.098612,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
280,Värmland,1,2020-03-29,50,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,29mar2020,0,3,2020,29,Värmland,0,1,0,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
416,Värmland,1,2020-03-30,51,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,30mar2020,1,3,2020,30,Värmland,0,1,0,0,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
475,Värmland,0,2020-03-31,51,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,31mar2020,2,3,2020,31,Värmland,0,0,NA,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
486,Värmland,2,2020-04-01,53,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,01apr2020,3,4,2020,1,Värmland,0,2,0.6931472,NA,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
554,Värmland,0,2020-04-02,53,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,02apr2020,4,4,2020,2,Värmland,0,0,NA,NA,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
601,Värmland,1,2020-04-03,54,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,03apr2020,5,4,2020,3,Värmland,0,1,0,NA,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
357,Värmland,1,2020-04-04,55,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,04apr2020,6,4,2020,4,Värmland,0,1,0,0,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
340,Värmland,1,2020-04-05,56,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,05apr2020,0,4,2020,5,Värmland,0,1,0,0,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
389,Värmland,2,2020-04-06,58,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,06apr2020,1,4,2020,6,Värmland,0,2,0.6931472,0.6931472,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
30,Västerbotten,0,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,04mar2020,3,3,2020,4,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
25,Västerbotten,0,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,05mar2020,4,3,2020,5,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
59,Västerbotten,0,2020-03-06,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,06mar2020,5,3,2020,6,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
33,Västerbotten,0,2020-03-07,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,07mar2020,6,3,2020,7,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
46,Västerbotten,0,2020-03-08,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,08mar2020,0,3,2020,8,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
101,Västerbotten,0,2020-03-09,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,09mar2020,1,3,2020,9,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
98,Västerbotten,8,2020-03-10,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,10mar2020,2,3,2020,10,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
196,Västerbotten,0,2020-03-11,NA,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,11mar2020,3,3,2020,11,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
151,Västerbotten,1,2020-03-12,NA,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,12mar2020,4,3,2020,12,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
152,Västerbotten,0,2020-03-13,NA,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,13mar2020,5,3,2020,13,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
71,Västerbotten,3,2020-03-14,12,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,14mar2020,6,3,2020,14,Västerbotten,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
69,Västerbotten,1,2020-03-15,13,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,15mar2020,0,3,2020,15,Västerbotten,0,1,0,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
83,Västerbotten,2,2020-03-16,15,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,16mar2020,1,3,2020,16,Västerbotten,0,2,0.6931472,0.6931472,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
119,Västerbotten,3,2020-03-17,18,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,17mar2020,2,3,2020,17,Västerbotten,0,3,1.098612,0.4054651,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
145,Västerbotten,3,2020-03-18,21,1,0,0,2,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,18mar2020,3,3,2020,18,Västerbotten,0,3,1.098612,0,NA,NA,1,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
143,Västerbotten,2,2020-03-19,23,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,19mar2020,4,3,2020,19,Västerbotten,0,2,0.6931472,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
180,Västerbotten,5,2020-03-20,28,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,20mar2020,5,3,2020,20,Västerbotten,0,5,1.609438,0.9162908,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
134,Västerbotten,0,2020-03-21,28,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,21mar2020,6,3,2020,21,Västerbotten,0,0,NA,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
118,Västerbotten,1,2020-03-22,29,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,22mar2020,0,3,2020,22,Västerbotten,0,1,0,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
182,Västerbotten,0,2020-03-23,29,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,23mar2020,1,3,2020,23,Västerbotten,0,0,NA,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
230,Västerbotten,3,2020-03-24,32,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,24mar2020,2,3,2020,24,Västerbotten,0,3,1.098612,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
314,Västerbotten,4,2020-03-25,36,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,25mar2020,3,3,2020,25,Västerbotten,0,4,1.386294,0.2876821,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
286,Västerbotten,3,2020-03-26,39,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,26mar2020,4,3,2020,26,Västerbotten,0,3,1.098612,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
365,Västerbotten,2,2020-03-27,41,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,27mar2020,5,3,2020,27,Västerbotten,0,2,0.6931472,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
300,Västerbotten,5,2020-03-28,46,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,28mar2020,6,3,2020,28,Västerbotten,0,5,1.609438,0.9162908,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
280,Västerbotten,1,2020-03-29,47,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,29mar2020,0,3,2020,29,Västerbotten,0,1,0,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
416,Västerbotten,7,2020-03-30,54,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,30mar2020,1,3,2020,30,Västerbotten,0,7,1.94591,1.94591,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
475,Västerbotten,8,2020-03-31,62,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,31mar2020,2,3,2020,31,Västerbotten,0,8,2.079442,0.1335315,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
486,Västerbotten,5,2020-04-01,67,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,01apr2020,3,4,2020,1,Västerbotten,0,5,1.609438,NA,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
554,Västerbotten,12,2020-04-02,79,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,02apr2020,4,4,2020,2,Västerbotten,0,12,2.484907,0.8754687,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
601,Västerbotten,17,2020-04-03,96,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,03apr2020,5,4,2020,3,Västerbotten,0,17,2.833213,0.3483067,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
357,Västerbotten,17,2020-04-04,113,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,04apr2020,6,4,2020,4,Västerbotten,0,17,2.833213,0,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
340,Västerbotten,8,2020-04-05,121,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,05apr2020,0,4,2020,5,Västerbotten,0,8,2.079442,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
389,Västerbotten,4,2020-04-06,125,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,06apr2020,1,4,2020,6,Västerbotten,0,4,1.386294,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
30,Västernorrland,0,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,04mar2020,3,3,2020,4,Västernorrland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
25,Västernorrland,0,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,05mar2020,4,3,2020,5,Västernorrland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
59,Västernorrland,0,2020-03-06,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,06mar2020,5,3,2020,6,Västernorrland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
33,Västernorrland,0,2020-03-07,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,07mar2020,6,3,2020,7,Västernorrland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
46,Västernorrland,0,2020-03-08,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,08mar2020,0,3,2020,8,Västernorrland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
101,Västernorrland,0,2020-03-09,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,09mar2020,1,3,2020,9,Västernorrland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
